sku,store,saledate,stype,total_quantity_returned,total_refunds
5108107,8702,2004-10-10,R,1,17.500
5108107,9204,2004-09-29,R,1,17.500
5108107,9503,2004-11-14,R,1,17.500
5108107,9604,2004-12-18,R,1,17.500
5108124,903,2005-08-09,R,1,66.000
5108488,9302,2005-04-18,R,1,69.500
5108569,8607,2005-06-29,R,1,19.000
5108595,504,2005-05-13,R,1,39.500
5108946,4104,2005-06-04,R,1,24.000
5109198,504,2005-07-08,R,1,14.990
5109654,8609,2005-08-25,R,1,34.000
5109829,3002,2005-07-12,R,1,21.500
5110530,9304,2004-10-17,R,1,13.500
5111827,107,2005-07-13,R,1,20.000
5111827,2809,2005-03-01,R,1,20.000
5111827,4803,2005-04-22,R,1,20.000
5111827,5404,2005-07-06,R,1,20.000
5111827,8407,2005-04-26,R,1,20.000
5112064,1107,2005-08-11,R,1,5.000
5112064,1202,2005-06-22,R,1,5.000
5112064,6009,2005-06-07,R,1,5.000
5113041,2109,2004-09-26,R,1,20.000
5113881,8202,2005-03-07,R,1,10.500
5114251,2402,2004-08-09,R,1,5.000
5114642,2303,2005-04-23,R,1,7.500
5114806,7502,2005-01-02,R,1,62.000
5114853,2707,2005-01-15,R,1,39.000
5114891,3307,2004-12-28,R,1,45.000
5116048,3502,2005-03-02,R,1,38.500
5116584,1407,2005-05-03,R,1,20.000
5116618,2504,2004-12-19,R,1,6.000
5116683,902,2005-02-03,R,1,13.990
5116816,3809,2004-12-27,R,1,35.000
5116816,7303,2004-12-10,R,1,26.990
5116816,9103,2005-04-05,R,1,26.990
5116839,4203,2005-01-22,R,1,35.000
5116925,6009,2004-10-01,R,1,35.000
5116997,3207,2005-08-21,R,1,39.000
5117293,802,2005-03-13,R,1,9.750
5117373,5002,2005-07-02,R,1,29.990
5117425,8402,2005-06-10,R,1,49.990
5117489,303,2005-07-25,R,1,69.000
5117503,3809,2004-11-18,R,1,16.000
5117540,9302,2005-07-31,R,1,34.000
5117560,1109,2005-05-11,R,1,24.000
5117831,1502,2005-07-05,R,1,18.000
5117858,5103,2005-04-29,R,1,19.990
5118202,3209,2005-06-15,R,1,19.990
5118430,3204,2005-04-26,R,1,14.990
5118441,4102,2005-08-20,R,1,27.000
5118666,9304,2005-03-20,R,1,1.500
5118671,8803,2005-06-20,R,1,49.000
5118931,2404,2005-03-09,R,1,6.000
5118984,6403,2005-08-20,R,1,3.500
5119294,203,2005-06-19,R,1,39.500
5119663,5304,2005-08-10,R,1,34.500
5119784,2307,2005-05-26,R,1,29.480
5121857,4904,2005-03-18,R,1,2.990
5122609,1402,2005-01-11,R,1,29.000
5122609,1807,2005-07-10,R,1,29.000
5122609,3307,2005-03-13,R,1,29.000
5122609,4407,2004-12-03,R,1,29.000
5122609,7103,2004-11-22,R,1,29.000
5122609,7902,2005-07-11,R,1,29.000
5122673,8707,2004-12-25,R,1,30.000
5122741,9709,2005-04-02,R,1,15.000
5123562,9504,2004-12-17,R,1,12.000
5123952,1304,2004-08-05,R,1,18.000
5124186,3303,2005-03-01,R,1,48.000
5126049,6402,2005-05-15,R,1,40.000
5126307,5104,2005-03-21,R,1,17.250
5126618,7104,2004-12-28,R,1,3.400
5126967,7302,2005-03-09,R,1,8.500
5127540,5004,2005-07-29,R,1,20.300
5127619,1109,2005-07-27,R,1,24.750
5127647,5002,2005-04-26,R,1,29.500
5127734,6903,2005-04-22,R,1,14.990
5127936,1407,2004-08-07,R,1,40.200
5128012,4807,2005-08-17,R,1,17.000
5128051,5603,2005-07-29,R,1,9.450
5128107,1502,2005-04-09,R,1,17.500
5128107,2409,2004-12-05,R,1,17.500
5128107,2504,2004-08-18,R,1,17.500
5128107,2704,2004-10-21,R,1,17.500
5128107,3702,2004-08-09,R,1,17.500
5128107,4603,2005-04-10,R,1,17.500
5128107,5104,2005-08-26,R,1,17.500
5128107,7704,2004-09-04,R,1,17.500
5128107,8503,2004-10-20,R,1,17.500
5128356,7407,2005-03-02,R,1,29.000
5128517,9302,2005-05-29,R,1,19.000
5128613,8407,2005-05-16,R,1,44.000
5128653,1709,2005-04-14,R,1,19.000
5128660,203,2005-08-02,R,1,29.990
5128835,3303,2005-08-07,R,1,14.500
5128835,4003,2005-06-29,R,1,7.250
5128835,5304,2005-03-03,R,1,34.000
5129518,7404,2005-08-15,R,1,15.000
5130114,3109,2005-07-31,R,1,13.990
5130159,3307,2005-06-24,R,1,34.000
5130181,1203,2004-11-11,R,1,40.000
5131006,3909,2005-01-10,R,1,24.500
5131246,7703,2005-06-06,R,1,49.990
5131759,5204,2005-01-10,R,1,44.000
5132568,2203,2004-12-19,R,1,24.500
5133035,2307,2005-01-23,R,1,42.000
5133060,8404,2005-07-02,R,1,13.000
5133952,504,2005-08-17,R,1,18.000
5133952,2909,2005-07-07,R,1,18.000
5136108,3603,2004-12-26,R,1,40.000
5136159,7402,2005-01-27,R,1,179.000
5136438,9603,2005-02-27,R,1,12.000
5136565,309,2005-08-23,R,1,37.500
5136661,4303,2004-12-18,R,1,10.000
5137122,302,2005-04-17,R,1,8.500
5137541,4007,2005-07-07,R,1,34.000
5137642,202,2004-12-18,R,1,29.500
5137642,3007,2004-12-19,R,1,29.500
5137661,2607,2005-06-05,R,1,21.500
5137869,8002,2005-08-13,R,1,9.990
5138215,1709,2005-02-28,R,1,9.450
5138236,7302,2005-06-06,R,1,24.990
5138441,7902,2005-05-02,R,1,54.000
5138569,3004,2005-07-23,R,1,19.000
5138583,1202,2005-04-06,R,1,14.990
5138730,2307,2005-07-31,R,1,4.370
5138862,209,2005-03-04,R,1,24.000
5138862,5903,2005-08-11,R,1,19.990
5138962,8204,2005-06-22,R,1,65.000
5139020,5402,2005-08-05,R,1,14.500
5139241,9202,2005-07-04,R,1,48.000
5139364,1107,2005-06-19,R,1,19.990
5140983,7603,2005-08-01,R,1,8.990
5141479,9404,2005-05-19,R,1,99.000
5142667,6304,2004-12-01,R,1,60.000
5142785,1304,2004-10-18,R,1,21.770
5142785,1407,2004-10-15,R,1,43.550
5142785,2602,2004-08-30,R,1,32.500
5143300,103,2004-09-24,R,1,110.000
5143700,3502,2004-12-10,R,1,119.000
5143700,6404,2004-09-22,R,1,119.000
5146522,2202,2004-12-30,R,1,16.000
5146781,704,2005-08-22,R,1,32.500
5146781,4502,2005-06-25,R,1,43.550
5146839,9103,2004-12-15,R,1,26.990
5146845,6904,2004-12-03,R,1,20.000
5146974,102,2004-12-19,R,1,71.100
5147280,2204,2004-10-02,R,1,14.990
5147280,4904,2005-03-01,R,1,9.990
5147417,2009,2005-05-14,R,1,140.000
5147855,2402,2005-05-19,R,1,24.000
5147855,3802,2005-08-18,R,1,12.000
5148224,7107,2005-08-14,R,1,39.000
5148332,507,2005-06-07,R,1,50.000
5148480,8302,2005-05-11,R,1,59.990
5148927,2203,2005-08-07,R,1,12.000
5149406,4007,2005-08-11,R,1,22.500
5149406,7707,2005-06-07,R,1,50.000
5149666,6104,2005-04-07,R,1,79.500
5149715,4407,2005-05-25,R,1,32.000
5149905,3307,2005-07-25,R,1,25.460
5150157,3807,2005-06-28,R,1,16.000
5151406,8302,2004-10-21,R,1,20.000
5153173,5403,2005-03-22,R,1,22.000
5153869,8402,2004-12-19,R,1,14.750
5154017,1103,2005-03-30,R,1,4.990
5154019,3209,2004-08-20,R,1,75.000
5154067,8702,2005-01-20,R,1,32.830
5154421,809,2005-03-07,R,1,24.150
5154600,1602,2005-02-18,R,1,34.500
5154768,9309,2004-11-11,R,1,39.000
5156023,2602,2004-12-25,R,1,8.000
5156120,6404,2005-02-19,R,1,15.000
5156438,3107,2005-02-11,R,1,24.000
5156449,102,2005-07-12,R,1,29.740
5156618,2404,2005-01-06,R,1,4.000
5156760,903,2005-01-26,R,1,54.000
5156845,5403,2004-12-28,R,1,13.400
5157293,8109,2005-03-31,R,1,9.750
5157433,7907,2005-03-27,R,1,39.000
5157541,3007,2005-06-23,R,1,34.000
5157677,704,2005-04-08,R,1,30.000
5157777,6402,2005-08-26,R,1,49.000
5157858,4603,2005-03-20,R,1,32.000
5159098,7603,2005-05-11,R,1,19.000
5159141,7102,2005-05-15,R,1,6.000
5159654,4407,2005-07-27,R,1,34.000
5159750,3307,2005-06-24,R,1,12.000
5160426,9302,2005-08-22,R,1,20.000
5161479,8604,2004-12-08,R,1,99.000
5161991,603,2005-04-21,R,1,39.990
5163499,9709,2005-05-01,R,1,13.990
5163525,8703,2004-12-29,R,1,10.000
5163732,8002,2004-09-29,R,1,16.990
5164045,2604,2004-12-03,R,1,22.000
5164186,502,2005-01-03,R,1,48.000
5164186,1502,2005-02-22,R,1,48.000
5164200,6902,2005-06-03,R,1,39.990
5164288,3004,2005-03-04,R,1,4.500
5164426,2807,2005-05-23,R,1,26.250
5164600,1602,2005-02-22,R,1,17.250
5164891,2909,2005-02-25,R,1,11.250
5166561,3502,2004-12-25,R,1,65.660
5166618,2009,2005-01-11,R,1,4.000
5166618,8607,2004-08-29,R,1,4.000
5166781,2203,2004-12-22,R,1,400.000
5166781,7407,2004-11-20,R,1,299.990
5166817,1104,2005-06-18,R,1,9.990
5167136,4503,2004-12-25,R,1,79.990
5167616,8503,2005-06-27,R,1,19.000
5167647,4407,2005-04-06,R,1,29.990
5167734,102,2005-03-08,R,1,10.490
5168011,2203,2005-03-23,R,1,38.000
5168104,4403,2005-01-29,R,1,13.990
5168202,3307,2005-07-29,R,1,10.490
5168362,6904,2005-07-20,R,1,1.750
5168362,7507,2005-07-23,R,1,1.750
5168362,7703,2005-07-16,R,1,1.750
5168431,1007,2005-08-13,R,1,2.990
5168548,7703,2005-04-28,R,1,24.500
5168772,9304,2005-08-02,R,1,19.000
5168878,6104,2005-05-27,R,1,29.990
5168986,102,2005-06-08,R,1,19.000
5168986,1502,2005-02-08,R,1,18.500
5168986,3309,2005-02-25,R,1,19.000
5169142,4007,2005-08-25,R,1,59.000
5170159,2707,2005-07-05,R,1,34.000
5171249,3302,2004-12-20,R,1,395.000
5172064,409,2004-08-29,R,1,4.000
5172064,2602,2005-06-02,R,1,5.000
5173348,6304,2005-04-07,R,1,17.500
5173348,8609,2004-11-28,R,1,24.500
5173760,403,2004-09-29,R,1,138.000
5173975,2409,2004-10-14,R,1,18.000
5173975,7307,2004-08-24,R,1,18.000
5173975,7407,2004-11-14,R,1,18.000
5174186,1109,2005-04-15,R,1,48.000
5174186,2604,2005-05-12,R,1,48.000
5174275,4109,2004-12-14,R,1,59.620
5174288,404,2005-01-27,R,1,10.490
5174450,2104,2005-06-15,R,1,10.000
5174450,3704,2004-10-26,R,1,40.000
5174725,3307,2005-05-26,R,1,12.000
5176338,3302,2005-03-29,R,1,10.500
5176443,4103,2004-12-28,R,1,24.990
5176625,4209,2005-03-21,R,1,5.620
5176760,9209,2005-03-01,R,1,54.000
5176997,2404,2005-07-07,R,1,39.000
5176997,9309,2004-11-19,R,1,39.000
5176997,9909,2005-04-14,R,1,39.000
5177427,107,2005-07-16,R,1,32.500
5177433,1602,2005-03-15,R,1,39.000
5177574,1102,2005-02-12,R,1,55.000
5177675,1104,2005-04-28,R,1,7.250
5177677,9304,2005-08-17,R,1,22.500
5177686,902,2005-06-03,R,1,22.000
5178097,5204,2005-07-09,R,1,69.990
5178180,404,2005-08-04,R,1,90.000
5178393,5302,2005-07-29,R,1,8.390
5178429,4202,2005-08-21,R,1,20.000
5178441,4702,2005-05-03,R,1,36.100
5178509,6703,2005-07-27,R,1,20.990
5178549,2007,2005-04-08,R,1,14.740
5178563,7407,2005-07-26,R,1,28.500
5178583,3302,2005-08-20,R,1,7.490
5178630,1509,2004-12-25,R,1,26.000
5178900,1607,2004-09-20,R,1,24.500
5179406,2309,2005-05-17,R,1,50.000
5180106,2809,2005-01-04,R,1,30.000
5180961,5304,2005-08-20,R,1,4.000
5182785,1807,2004-09-25,R,1,251.250
5182785,3109,2005-02-22,R,1,187.500
5182785,9909,2005-01-24,R,1,93.750
5183425,3509,2005-03-20,R,1,89.500
5183922,1709,2005-06-02,R,1,54.000
5183952,8403,2004-08-27,R,1,18.000
5184324,604,2004-11-04,R,1,39.000
5184324,5204,2004-11-22,R,1,29.250
5184404,7603,2004-11-07,R,1,35.000
5184850,6009,2005-01-14,R,1,81.000
5186048,5104,2005-05-27,R,1,23.500
5186725,102,2005-01-29,R,1,25.000
5186725,204,2005-03-17,R,1,25.000
5186725,1402,2005-06-12,R,1,25.000
5186760,2503,2005-03-25,R,1,54.000
5186781,507,2005-01-16,R,1,187.500
5186781,802,2005-02-27,R,1,375.000
5186781,6204,2005-05-20,R,1,249.990
5186914,7502,2005-03-04,R,1,20.700
5187392,3009,2005-01-02,R,1,38.000
5187420,6404,2005-08-12,R,1,9.990
5187620,2203,2004-09-10,R,1,24.990
5187661,7507,2005-02-25,R,1,21.500
5187677,6104,2005-08-16,R,1,22.500
5188252,8409,2005-04-16,R,1,19.990
5188343,8607,2005-08-20,R,1,32.500
5188378,4703,2005-01-30,R,1,24.000
5188480,8204,2005-08-22,R,1,67.000
5188549,6704,2005-06-26,R,1,26.000
5188741,3807,2005-08-10,R,1,45.960
5188841,5204,2005-04-07,R,1,17.000
5188940,5604,2005-07-15,R,1,4.990
5189439,3604,2005-06-19,R,1,19.990
5189514,7602,2005-05-22,R,1,49.000
5189905,1307,2004-12-26,R,1,4.000
5189905,2704,2004-09-10,R,1,0.990
5189905,2807,2004-10-04,R,1,4.000
5189905,3307,2005-02-09,R,1,4.000
5189905,4307,2004-09-30,R,1,4.000
5189905,7902,2004-08-14,R,1,3.000
5189905,8402,2005-05-20,R,1,4.000
5189905,9709,2005-03-14,R,1,4.000
5190716,2207,2005-01-22,R,1,10.000
5191086,5604,2005-07-18,R,1,17.000
5191406,5804,2004-12-16,R,1,20.000
5191599,2102,2005-01-30,R,1,32.000
5192187,1107,2005-03-01,R,1,30.000
5192187,7503,2004-08-31,R,1,34.990
5193075,1002,2005-03-22,R,1,26.250
5193075,9503,2004-10-22,R,1,35.000
5193592,4403,2005-04-21,R,1,22.000
5194309,1107,2004-12-25,R,1,18.500
5194422,2907,2004-10-13,R,1,79.000
5194493,7204,2005-03-19,R,1,19.750
5194598,302,2005-01-23,R,1,58.500
5194599,802,2005-05-12,R,1,58.500
5194780,4703,2005-03-04,R,1,42.000
5196568,3902,2004-10-27,R,1,39.000
5196663,9304,2004-11-05,R,1,20.000
5196781,1904,2005-01-22,R,1,45.000
5197368,8703,2005-08-08,R,1,20.470
5197376,1602,2005-03-21,R,1,119.990
5197419,8007,2005-07-26,R,1,25.000
5197532,7707,2004-09-19,R,1,58.000
5197540,7603,2005-08-01,R,1,29.000
5197677,4904,2005-08-25,R,1,15.750
5197695,6009,2004-10-28,R,1,45.000
5197754,604,2005-01-14,R,1,27.000
5197800,403,2005-04-18,R,1,25.000
5197856,1607,2004-12-29,R,1,50.000
5197856,7507,2005-01-08,R,1,50.000
5198275,9302,2005-04-02,R,1,28.000
5198320,9304,2005-08-22,R,1,19.500
5198429,4702,2005-08-17,R,1,10.000
5198563,107,2005-05-23,R,1,38.000
5198589,6804,2005-06-01,R,1,19.990
5198589,8802,2005-01-28,R,1,29.000
5198814,3403,2005-05-07,R,1,49.990
5198814,5403,2005-02-28,R,1,80.000
5198844,3304,2005-05-06,R,1,6.000
5198933,6203,2005-08-10,R,1,40.950
5199026,3704,2005-04-08,R,1,34.000
5199066,2707,2005-07-24,R,1,75.000
5199098,5103,2005-04-29,R,1,19.000
5199105,7502,2005-05-09,R,1,25.000
5199468,709,2004-08-27,R,1,18.000
5199905,709,2004-09-19,R,1,4.000
5199905,2204,2005-01-07,R,1,4.000
5199905,7703,2005-05-02,R,1,4.000
5200055,2707,2005-08-07,R,1,9.990
5200221,6503,2005-02-02,R,1,49.000
5201010,8409,2005-01-12,R,1,24.990
5201302,7002,2004-11-18,R,1,30.000
5201302,7007,2004-08-01,R,1,24.990
5201599,807,2005-01-15,R,1,32.000
5201931,3607,2004-11-05,R,1,58.000
5202769,1502,2004-10-18,R,1,62.100
5202769,9402,2004-09-28,R,1,69.000
5203123,7902,2004-09-11,R,1,46.000
5203525,4209,2004-08-27,R,1,12.000
5203785,402,2004-08-22,R,1,58.000
5204850,2109,2004-12-20,R,1,121.500
5204891,509,2005-02-28,R,1,22.500
5206036,2007,2005-01-06,R,1,13.400
5206036,6703,2005-01-23,R,1,13.400
5206068,8402,2005-02-23,R,1,45.000
5206387,8309,2004-11-25,R,1,48.000
5206414,2807,2004-12-21,R,1,16.870
5206474,3003,2005-06-15,R,1,7.250
5206688,5204,2005-01-31,R,1,25.000
5206914,5504,2005-01-30,R,1,46.230
5207472,8209,2005-06-01,R,1,16.000
5207532,807,2004-11-09,R,1,68.000
5207532,9304,2004-12-21,R,1,68.000
5207540,8702,2005-07-18,R,1,23.200
5207628,1807,2005-04-27,R,1,9.000
5207854,3507,2004-12-04,R,1,45.000
5208057,2504,2005-08-25,R,1,94.500
5208431,5502,2005-07-26,R,1,6.990
5208458,7303,2005-05-11,R,1,189.000
5208498,2102,2005-05-24,R,1,45.000
5208498,2303,2005-04-29,R,1,45.000
5208498,3802,2005-04-06,R,1,45.000
5208498,8404,2004-11-08,R,1,45.000
5208612,2707,2005-06-15,R,1,11.250
5208827,1904,2005-05-16,R,1,89.100
5209010,7707,2005-04-16,R,1,19.000
5209098,903,2005-06-02,R,1,19.000
5211010,9304,2005-02-26,R,1,4.990
5211599,5502,2005-05-21,R,1,32.000
5212640,1904,2004-11-26,R,1,5.000
5212769,302,2004-12-03,R,1,46.230
5212785,3602,2004-09-30,R,1,234.500
5213348,4707,2005-02-10,R,1,18.370
5213348,8902,2004-11-08,R,1,35.000
5213525,202,2004-12-28,R,1,9.000
5213774,8109,2005-02-25,R,1,17.370
5214186,902,2004-10-04,R,1,48.000
5214186,1602,2005-03-16,R,1,48.000
5214186,1709,2005-05-12,R,1,48.000
5214186,3209,2005-07-11,R,1,48.000
5214186,6203,2005-06-08,R,1,48.000
5214186,7107,2004-09-17,R,1,48.000
5214186,7302,2005-06-06,R,1,48.000
5214780,2007,2005-04-07,R,1,42.000
5214780,9303,2005-08-13,R,1,42.000
5214850,4309,2004-12-26,R,1,121.500
5216032,4403,2005-02-22,R,1,36.000
5216322,202,2005-05-06,R,1,14.500
5216322,4802,2004-10-08,R,1,14.500
5216322,7007,2004-09-04,R,1,14.500
5216322,8402,2004-10-28,R,1,14.500
5216322,9202,2004-10-22,R,1,14.500
5216618,304,2004-08-27,R,1,4.000
5216960,503,2005-08-03,R,1,14.990
5216997,8109,2005-04-19,R,1,39.000
5217072,3209,2005-02-15,R,1,6.300
5217194,7107,2005-08-14,R,1,54.000
5217245,8803,2005-01-26,R,1,4.000
5217472,2102,2005-07-08,R,1,16.000
5217523,3407,2005-04-27,R,1,49.000
5217598,6703,2005-03-12,R,1,4.250
5217786,2804,2005-06-13,R,1,39.990
5217800,5302,2005-08-19,R,1,12.500
5217931,1509,2005-08-25,R,1,9.870
5218081,6002,2005-05-20,R,1,45.000
5218168,2207,2005-08-05,R,1,19.750
5218239,4307,2005-07-11,R,1,0.990
5218239,5402,2004-09-30,R,1,4.000
5218338,8403,2005-08-15,R,1,14.990
5218440,9603,2005-05-29,R,1,19.500
5218530,1403,2005-07-08,R,1,37.500
5218648,4102,2005-06-10,R,1,34.000
5219017,3003,2005-03-10,R,1,78.000
5219076,2409,2005-08-13,R,1,12.000
5219630,4607,2005-05-31,R,1,30.000
5219693,1109,2005-08-18,R,1,39.000
5220716,1502,2005-01-25,R,1,10.000
5221612,4407,2005-01-08,R,1,6.000
5221612,7407,2005-05-08,R,1,3.500
5221688,5903,2004-08-30,R,1,32.000
5222671,409,2004-12-14,R,1,22.000
5222671,3009,2005-05-25,R,1,22.000
5222671,3807,2004-11-15,R,1,16.500
5222671,8607,2004-10-23,R,1,22.000
5222768,6503,2005-07-27,R,1,11.250
5222785,6203,2004-11-10,R,1,27.500
5222785,6203,2005-02-22,R,1,13.750
5223447,9909,2005-01-22,R,1,29.990
5224200,3204,2004-12-31,R,1,69.000
5224265,3603,2004-09-19,R,1,24.000
5224311,9503,2004-09-26,R,1,7.000
5224780,7703,2004-12-20,R,1,42.000
5226016,2609,2005-01-14,R,1,48.000
5226322,2904,2005-03-07,R,1,14.500
5226322,5002,2004-08-10,R,1,14.500
5226322,6403,2004-08-04,R,1,14.500
5226423,2607,2005-03-01,R,1,18.560
5227048,8407,2005-03-27,R,1,46.000
5227369,6209,2005-04-19,R,1,20.000
5227369,8002,2005-08-26,R,1,10.000
5227369,8609,2005-06-08,R,1,20.000
5227419,107,2005-08-21,R,1,12.500
5227437,302,2005-07-06,R,1,29.810
5227898,1709,2005-04-29,R,1,29.500
5227902,1702,2005-04-15,R,1,24.990
5228247,504,2005-08-02,R,1,83.300
5228247,4504,2005-05-03,R,1,189.000
5228247,9204,2005-05-19,R,1,119.000
5228476,2204,2005-07-30,R,1,20.990
5230055,1207,2005-08-16,R,1,9.990
5231781,8803,2004-12-19,R,1,39.000
5232785,3204,2004-10-02,R,1,30.150
5232785,7204,2004-11-13,R,1,22.500
5233562,1904,2004-10-28,R,1,24.000
5234565,409,2005-08-12,R,1,16.000
5234879,504,2005-03-06,R,1,22.000
5236016,6009,2004-11-22,R,1,48.000
5236038,6902,2004-10-16,R,1,98.000
5236121,2009,2005-01-04,R,1,8.990
5236291,709,2005-01-21,R,1,4.020
5236592,4502,2005-02-09,R,1,14.500
5236592,8302,2005-03-27,R,1,4.350
5236592,9806,2004-11-28,R,1,29.000
5236664,302,2005-01-22,R,1,17.990
5236843,3702,2005-06-01,R,1,18.000
5236997,404,2005-02-09,R,1,39.000
5236997,8004,2005-01-30,R,1,39.000
5237245,3303,2005-01-05,R,1,4.000
5237245,5504,2005-05-25,R,1,2.000
5237385,209,2005-04-12,R,1,14.700
5237562,4703,2005-07-18,R,1,19.000
5237902,4902,2005-07-31,R,1,8.400
5237948,2707,2005-03-17,R,1,36.000
5237948,2707,2005-04-24,R,1,36.000
5237948,4104,2005-07-25,R,1,12.250
5238041,1407,2005-06-25,R,1,45.000
5238053,402,2005-06-05,R,1,23.990
5238053,7603,2005-06-02,R,1,29.990
5238054,7004,2005-07-22,R,1,42.000
5238086,1407,2005-07-19,R,1,32.160
5238145,3704,2005-08-11,R,1,96.000
5238239,1602,2004-10-19,R,1,4.000
5238369,2702,2005-05-05,R,1,6.990
5238393,402,2005-06-11,R,1,14.990
5238399,8709,2005-08-25,R,1,19.000
5238442,7403,2005-03-25,R,1,12.750
5238587,703,2005-05-13,R,1,19.000
5238723,1207,2005-05-20,R,1,39.000
5238790,202,2004-09-11,R,1,140.000
5238790,2409,2004-08-27,R,1,70.000
5238940,7107,2005-06-02,R,1,7.000
5239207,2407,2005-03-03,R,1,16.000
5239750,302,2005-08-14,R,1,10.490
5239858,3409,2005-05-27,R,1,70.000
5239969,302,2005-03-30,R,1,9.990
5240281,504,2005-07-07,R,1,30.000
5240299,2007,2005-06-13,R,1,20.000
5240299,2907,2005-05-23,R,1,20.000
5240299,4407,2005-02-17,R,1,20.000
5241794,8102,2004-08-09,R,1,15.000
5243763,2109,2005-06-04,R,1,19.990
5243865,8402,2005-07-11,R,1,39.990
5243893,2503,2004-12-16,R,1,39.990
5244120,8309,2005-03-14,R,1,8.000
5244120,9209,2005-04-12,R,1,2.490
5244780,1304,2004-09-07,R,1,42.000
5244780,4807,2005-01-14,R,1,42.000
5246244,8609,2004-11-14,R,1,39.000
5246413,307,2005-01-01,R,1,26.000
5246618,7407,2005-08-13,R,1,6.000
5246618,8002,2005-08-09,R,1,6.000
5247236,7204,2005-03-11,R,1,6.300
5247392,203,2004-11-11,R,1,16.800
5247392,2109,2005-06-20,R,1,6.000
5247392,2304,2005-03-30,R,1,18.000
5247412,3003,2005-06-14,R,1,65.000
5247412,7907,2005-07-05,R,1,49.990
5247434,4103,2005-04-21,R,1,29.990
5247479,3802,2005-02-14,R,1,59.500
5247523,6503,2005-07-17,R,1,24.500
5247848,407,2004-08-22,R,1,18.000
5247848,4407,2004-12-29,R,1,18.000
5247848,6202,2005-03-18,R,1,18.000
5247993,504,2005-05-07,R,1,39.000
5248119,9304,2005-08-19,R,1,23.000
5248239,407,2005-05-24,R,1,4.000
5248239,2603,2005-08-24,R,1,4.000
5248369,2502,2005-06-10,R,1,9.990
5248370,907,2005-06-20,R,1,82.000
5248483,6102,2005-03-24,R,1,59.000
5248634,6004,2005-01-21,R,1,18.000
5248660,7507,2005-07-08,R,1,29.990
5248666,7707,2005-08-19,R,1,9.000
5248927,7303,2005-01-28,R,1,24.000
5248946,6902,2005-07-28,R,1,34.000
5249029,5904,2005-07-22,R,1,99.000
5249036,8702,2005-05-30,R,1,59.990
5249204,2204,2005-07-17,R,1,58.000
5249264,4202,2005-08-24,R,1,20.990
5249524,1602,2004-12-26,R,1,45.000
5249524,4607,2005-04-14,R,1,45.000
5249524,8202,2004-12-05,R,1,45.000
5249524,9806,2004-12-17,R,1,45.000
5249540,504,2005-07-16,R,1,2.990
5249540,6402,2005-08-14,R,1,2.990
5250172,5404,2005-08-08,R,1,5.000
5250217,6204,2005-01-08,R,1,39.000
5250217,6503,2004-10-04,R,1,49.000
5250299,3502,2005-02-09,R,1,20.000
5250378,2604,2004-11-05,R,1,42.000
5251469,7807,2004-11-12,R,1,15.500
5251599,802,2004-09-23,R,1,32.000
5251599,903,2004-12-03,R,1,32.000
5251599,2602,2004-11-18,R,1,32.000
5253091,6104,2005-05-29,R,1,85.000
5253525,8602,2004-09-06,R,1,1.130
5254200,7902,2005-03-25,R,1,59.000
5254381,2804,2005-08-06,R,1,39.990
5254778,1007,2005-03-27,R,1,79.000
5254778,9806,2004-10-17,R,1,79.000
5256474,7603,2005-05-10,R,1,14.500
5256618,2009,2004-11-23,R,1,4.000
5256618,6503,2005-07-16,R,1,4.000
5256618,7707,2004-10-27,R,1,4.000
5256781,2804,2005-05-07,R,1,19.990
5256781,6009,2005-05-29,R,1,20.100
5256781,8902,2005-01-11,R,1,30.000
5256812,4204,2004-12-31,R,1,62.980
5257122,9402,2004-12-26,R,1,34.000
5257369,2209,2005-03-19,R,1,20.000
5257369,5602,2005-02-12,R,1,20.000
5257412,5304,2005-05-04,R,1,65.000
5257416,4109,2005-07-14,R,1,19.990
5257698,7407,2005-07-07,R,1,65.000
5257775,209,2005-03-16,R,1,108.000
5257884,2303,2004-12-30,R,1,29.990
5257993,2804,2005-05-06,R,1,27.300
5258025,4204,2005-04-05,R,1,32.990
5258049,2103,2005-05-20,R,1,34.500
5258085,7507,2004-11-16,R,1,14.500
5258086,8603,2005-04-13,R,1,48.000
5258239,604,2004-10-25,R,1,0.990
5258239,8209,2004-10-03,R,1,0.990
5258239,8309,2004-12-02,R,1,4.000
5258239,8703,2005-02-23,R,1,4.000
5258274,5302,2005-03-27,R,1,159.000
5258483,4004,2005-05-21,R,1,59.000
5258660,8109,2005-08-05,R,1,29.990
5258905,2909,2005-06-14,R,1,39.500
5259202,5402,2005-01-28,R,1,9.000
5259907,8403,2005-08-01,R,1,90.000
5259962,8102,2005-07-15,R,1,28.000
5260106,8602,2005-01-10,R,1,29.000
5260299,1509,2004-10-13,R,1,20.000
5260329,3204,2004-09-26,R,1,16.990
5260330,9309,2005-02-11,R,1,94.500
5260712,5203,2005-08-23,R,1,19.000
5261467,5603,2005-06-24,R,1,13.870
5262017,4704,2004-10-14,R,1,16.500
5262017,9709,2005-05-24,R,1,16.500
5263605,3302,2004-11-11,R,1,20.000
5263605,5103,2005-06-25,R,1,20.500
5264208,4202,2005-01-13,R,1,23.500
5264329,2007,2004-09-17,R,1,89.000
5264494,6203,2005-04-18,R,1,7.500
5264725,8503,2005-07-15,R,1,9.990
5264778,3009,2004-12-26,R,1,39.500
